Intent,Question,Answer,Yes/No/Other,Lưu ý,Answer_AI,Al_Intent_RAG
Câu hỏi xét tuyển,Thí sinh nào được xét tuyển theo phương thức 1 dựa vào giải nhì cấp tỉnh môn Lý?,Thí sinh đoạt giải nhì cấp tỉnh môn Lý được xét tuyển theo phương thức 1 dựa vào giải nhì cấp tỉnh môn Lý.,1,,"Thí sinh đoạt giải nhì cấp tỉnh môn Lý được xét tuyển theo phương thức 1 - Xét tuyển tài năng kèm điều kiện Xét tuyển dựa vào hồ sơ năng lực (HSNL). Điều kiện để thí sinh đoạt giải nhì cấp tỉnh môn Lý được xét tuyển theo phương thức 1 là có kết quả điểm trung bình chung học tập lớp 10, 11, 12 hoặc học kỳ 1 lớp 12 (nếu chưa có kết quả năm học lớp 12) đạt từ 7,5 trở lên và có hạnh kiểm Khá trở lên.","Thí sinh được xét tuyển theo phương thức 1 dựa vào giải nhì cấp tỉnh môn Lý là thí sinh có giải nhì cấp tỉnh môn Lý và đoạt giải nhì thành phố môn Lý, theo thông tin trong tài liệu ""Thí sinh là thành viên đội tuyển Olympic quốc tế hoặc đoạt giải Quốc gia được xét tuyển phương thức 1 - Xét tuyển tài năng kèm điều kiện Xét tuyển thẳng và ưu tiên xét tuyển""."
Câu hỏi xét tuyển,Thí sinh nào được xét tuyển theo phương thức 3 dựa vào chứng chỉ tiếng Anh IELTS?,Thí sinh có chứng chỉ tiếng Anh quốc tế trong thời hạn (tính đến ngày xét tuyển) đạt IELTS 5.5 trở lên hoặc TOEFL iBT 65 trở lên hoặc TOEFL ITP 513 trở lên sẽ được xét tuyển theo phương thức 3 - Xét tuyển kết hợp.,1,,Thí sinh được xét tuyển theo phương thức 3 dựa vào chứng chỉ tiếng Anh IELTS là thí sinh có Chứng chỉ tiếng Anh quốc tế trong thời hạn (tính đến ngày xét tuyển) đạt điểm IELTS 5.5 trở lên.,Thí sinh được xét tuyển theo phương thức 3 dựa vào chứng chỉ tiếng Anh IELTS là thí sinh có Chứng chỉ tiếng Anh quốc tế trong thời hạn (tính đến ngày xét tuyển) đạt IELTS 5.5 trở lên.
Câu hỏi xét tuyển,Thí sinh nào được xét tuyển theo phương thức 4 dựa vào điểm thi đánh giá năng lực của Đại học quốc gia Tp. Hồ Chí Minh?,"Thí sinh có điểm thi đánh giá năng lực của Đại học quốc gia Tp. Hồ Chí Minh (APT) năm 2024 từ 600 điểm trở lên được xét tuyển theo phương thức 4 - Xét tuyển đánh giá năng lực, đánh giá tư duy.",1,,Thí sinh được xét tuyển theo phương thức 4 dựa vào điểm thi đánh giá năng lực của Đại học quốc gia Tp. Hồ Chí Minh năm 2024 từ 600 điểm trở lên.,Thí sinh được xét tuyển theo phương thức 4 dựa vào điểm thi đánh giá năng lực của Đại học quốc gia Tp. Hồ Chí Minh năm 2024 từ 600 điểm trở lên.
Câu hỏi xét tuyển,Thí sinh nào được xét tuyển theo phương thức 1 dựa vào học sinh chuyên môn Tin học?,"Thí sinh được xét tuyển theo phương thức 1 dựa vào học sinh chuyên môn Tin học là thí sinh là học sinh chuyên môn Toán, Lý, Hóa, Tin học.",1,,"Thí sinh được xét tuyển theo phương thức 1 dựa vào học sinh chuyên môn Tin học là thí sinh là học sinh chuyên các môn Toán, Lý, Hóa, Tin học của trường THPT chuyên trên phạm vi toàn quốc (các trường THPT chuyên thuộc Tỉnh, Thành phố trực thuộc TW và các trường THPT chuyên thuộc Cơ sở giáo dục đại học) hoặc hệ chuyên thuộc các trường THPT trọng điểm quốc gia; và có kết quả điểm trung bình chung học tập lớp 10, 11, 12 hoặc học kỳ 1 lớp 12 (nếu chưa có kết quả năm học lớp 12) đạt từ 7,5 trở lên và có hạnh kiểm Khá trở lên.","Thí sinh được xét tuyển theo phương thức 1 dựa vào học sinh chuyên môn Tin học là thí sinh là học sinh chuyên các môn Toán, Lý, Hóa, Tin học của trường THPT chuyên trên phạm vi toàn quốc (các trường THPT chuyên thuộc Tỉnh, Thành phố trực thuộc TW và các trường THPT chuyên thuộc Cơ sở giáo dục đại học) hoặc hệ chuyên thuộc các trường THPT trọng điểm quốc gia. Điều kiện cụ thể là thí sinh cần có kết quả điểm trung bình chung học tập lớp 10, 11, 12 hoặc học kỳ 1 lớp 12 (nếu chưa có kết quả năm học lớp 12) đạt từ 7,5 trở lên và có hạnh kiểm Khá trở lên."
Câu hỏi xét tuyển,Thí sinh nào được xét tuyển theo phương thức 3 dựa vào chứng chỉ TOEFL iBT từ 65 trở lên?,Thí sinh được xét tuyển theo phương thức 3 dựa vào chứng chỉ TOEFL iBT từ 65 trở lên là thí sinh có chứng chỉ tiếng Anh quốc tế trong thời hạn (tính đến ngày xét tuyển) đạt TOEFL iBT 65 trở lên hoặc TOEFL ITP 513 trở lên.,1,,"Thí sinh được xét tuyển theo phương thức 3 dựa vào chứng chỉ TOEFL iBT từ 65 trở lên là thí sinh có Chứng chỉ tiếng Anh quốc tế trong thời hạn (tính đến ngày xét tuyển) đạt TOEFL iBT 65 trở lên và có kết quả điểm trung bình chung học tập lớp 10, 11, 12 hoặc học kỳ 1 lớp 12 đạt từ 7,5 trở lên và có hạnh kiểm Khá trở lên.","Thí sinh được xét tuyển theo phương thức 3 dựa vào chứng chỉ TOEFL iBT từ 65 trở lên là thí sinh có Chứng chỉ tiếng Anh quốc tế trong thời hạn (tính đến ngày xét tuyển) đạt TOEFL iBT 65 trở lên và có kết quả điểm trung bình chung học tập lớp 10, 11, 12 hoặc học kỳ 1 lớp 12 (nếu chưa có kết quả năm học lớp 12) đạt từ 7,5 trở lên và có hạnh kiểm Khá trở lên."
Học phí,Học phí trung bình của chương trình chất lượng cao trình độ đại học năm học 2024-2025 là bao nhiêu?,Học phí trung bình của chương trình chất lượng cao trình độ đại học năm học 2024-2025 là từ khoảng 39 triệu đồng đến 55 triệu đồng/năm tùy theo từng ngành học.,1,,Học phí trung bình của chương trình chất lượng cao trình độ đại học năm học 2024-2025 là từ khoảng 39 triệu đồng đến 55 triệu đồng/năm tùy theo từng ngành học.,Học phí trung bình của chương trình chất lượng cao trình độ đại học năm học 2024-2025 là từ khoảng 39 triệu đồng đến 55 triệu đồng/năm tùy theo từng ngành học.
Học phí,Học phí của chương trình Cử nhân Công nghệ thông tin định hướng ứng dụng năm học 2024-2025 là bao nhiêu tiền mỗi năm?,Học phí của chương trình Cử nhân Công nghệ thông tin định hướng ứng dụng năm học 2024-2025 là trung bình khoảng từ 35 triệu đồng đến 37 triệu đồng mỗi năm.,1,,Học phí của chương trình Cử nhân Công nghệ thông tin định hướng ứng dụng năm học 2024-2025 là trung bình khoảng từ 35 triệu đồng đến 37 triệu đồng mỗi năm.,"Học phí của chương trình Cử nhân Công nghệ thông tin định hướng ứng dụng năm học 2024-2025 là trung bình khoảng từ 35 triệu đồng đến 37 triệu đồng mỗi năm, tùy theo từng ngành học."
Học phí,Học phí của ngành Khoa học máy tính tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Khoa học máy tính tính theo tín chỉ là 665.000đ/1 tín chỉ.,1,,Học phí của ngành Khoa học máy tính tính theo tín chỉ là 665.000đ/1 tín chỉ.,Học phí của ngành Khoa học máy tính tính theo tín chỉ là 665.000đ/1 tín chỉ.
Học phí,Học phí của ngành Marketing tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Marketing tính theo tín chỉ là 615.000đ/1 tín chỉ.,1,,Học phí của ngành Marketing tính theo tín chỉ là 615.000đ/1 tín chỉ.,Học phí của ngành Marketing tính theo tín chỉ là 615.000đ/1 tín chỉ.
Học phí,Học phí của ngành Công nghệ thông tin hệ chất lượng cao tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Công nghệ thông tin hệ chất lượng cao tính theo tín chỉ là 1.100.000đ/1 tín chỉ.,1,,Học phí của ngành Công nghệ thông tin hệ chất lượng cao tính theo tín chỉ là 1.100.000đ/1 tín chỉ.,Học phí của ngành Công nghệ thông tin hệ chất lượng cao tính theo tín chỉ là 1.100.000đ/1 tín chỉ.
Học phí,Mức tăng học phí tối đa cho từng năm học không được vượt quá bao nhiêu phần trăm theo Nghị định 81/NĐ-CP của Chính phủ?,Mức tăng học phí tối đa cho từng năm học không được vượt quá 15% theo Nghị định 81/NĐ-CP của Chính phủ.,1,,Mức tăng học phí tối đa cho từng năm học không được vượt quá 15% theo Nghị định 81/NĐ-CP của Chính phủ.,Mức tăng học phí tối đa cho từng năm học không được vượt quá 15% theo Nghị định 81/NĐ-CP của Chính phủ.
Học phí,Học phí trung bình của chương trình liên kết quốc tế năm học 2024-2025 là bao nhiêu tiền mỗi năm?,"Học phí trung bình của chương trình liên kết quốc tế năm học 2024-2025 là từ khoảng 49 triệu đồng đến 55,5 triệu đồng mỗi năm, tùy theo từng chương trình.",1,,"Học phí trung bình của chương trình liên kết quốc tế năm học 2024-2025 dao động từ khoảng 49 triệu đồng đến 55,5 triệu đồng mỗi năm tùy theo từng chương trình.","Học phí trung bình của chương trình liên kết quốc tế năm học 2024-2025 dao động từ khoảng 49 triệu đồng đến 55,5 triệu đồng mỗi năm, tùy thuộc vào từng chương trình cụ thể."
Học phí,Học phí của ngành An toàn thông tin tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành An toàn thông tin tính theo tín chỉ là 665.000đ/1 tín chỉ.,1,,Học phí của ngành An toàn thông tin tính theo tín chỉ là 665.000đ/1 tín chỉ.,Học phí của ngành An toàn thông tin tính theo tín chỉ là 665.000đ/1 tín chỉ.
Học phí,Học phí của ngành Kỹ thuật Điện tử viễn thông tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Kỹ thuật Điện tử viễn thông tính theo tín chỉ là 665.000đ/1 tín chỉ.,1,,Học phí của ngành Kỹ thuật Điện tử viễn thông tính theo tín chỉ là 665.000đ/1 tín chỉ.,Học phí của ngành Kỹ thuật Điện tử viễn thông tính theo tín chỉ là 665.000đ/1 tín chỉ.
Học phí,Học phí của ngành Quản trị kinh doanh tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Quản trị kinh doanh tính theo tín chỉ là 615.000đ/1 tín chỉ.,1,,Học phí của ngành Quản trị kinh doanh tính theo tín chỉ là 615.000đ/1 tín chỉ.,Học phí của ngành Quản trị kinh doanh tính theo tín chỉ là 615.000đ/1 tín chỉ.
Học phí,Học phí của ngành Báo chí tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Báo chí tính theo tín chỉ là 615.000đ/1 tín chỉ.,1,,Học phí của ngành Báo chí tính theo tín chỉ là 615.000đ/1 tín chỉ.,Học phí của ngành Báo chí tại trường Học viện Công nghệ Bưu chính Viễn thông tính theo tín chỉ là 615.000đ/1 tín chỉ.
Học phí,Học phí của ngành Công nghệ Internet vạn vật (IOT) tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Công nghệ Internet vạn vật (IOT) tính theo tín chỉ là 655.000đ/1 tín chỉ.,1,,Học phí của ngành Công nghệ Internet vạn vật (IOT) tính theo tín chỉ là 655.000đ/1 tín chỉ.,Học phí của ngành Công nghệ Internet vạn vật (IOT) tính theo tín chỉ là 655.000đ/1 tín chỉ.
Học phí,Học phí của ngành Kỹ thuật dữ liệu (Mạng máy tính và truyền thông dữ liệu) tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Kỹ thuật dữ liệu (Mạng máy tính và truyền thông dữ liệu) tính theo tín chỉ là 615.000đ/1 tín chỉ.,1,,Học phí của ngành Kỹ thuật dữ liệu (Mạng máy tính và truyền thông dữ liệu) tính theo tín chỉ là 615.000đ/1 tín chỉ.,Học phí của ngành Kỹ thuật dữ liệu (Mạng máy tính và truyền thông dữ liệu) tính theo tín chỉ là 615.000đ/1 tín chỉ.
Học phí,Học phí của ngành Công nghệ tài chính- Fintech tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Công nghệ tài chính- Fintech tính theo tín chỉ là 700.000đ/1 tín chỉ.,1,,Học phí của ngành Công nghệ tài chính- Fintech tính theo tín chỉ là 700.000đ/1 tín chỉ.,Học phí của ngành Công nghệ tài chính- Fintech tính theo tín chỉ là 700.000đ/1 tín chỉ.
Học phí,Học phí của ngành Truyền thông đa phương tiện tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Truyền thông đa phương tiện tính theo tín chỉ là 615.000đ/1 tín chỉ.,1,,Học phí của ngành Truyền thông đa phương tiện tính theo tín chỉ là 615.000đ/1 tín chỉ.,Học phí của ngành Truyền thông đa phương tiện tính theo tín chỉ là 615.000đ/1 tín chỉ.
Học phí,Học phí của ngành Kỹ thuật Điều khiển và Tự động hóa tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Kỹ thuật Điều khiển và Tự động hóa tính theo tín chỉ là 655.000đ/1 tín chỉ.,1,,Học phí của ngành Kỹ thuật Điều khiển và Tự động hóa tính theo tín chỉ là 655.000đ/1 tín chỉ.,Học phí của ngành Kỹ thuật Điều khiển và Tự động hóa tính theo tín chỉ là 655.000đ/1 tín chỉ.
Học phí,Học phí của ngành Thương mại điện tử tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Thương mại điện tử tính theo tín chỉ là 615.000đ/1 tín chỉ.,1,,Học phí của ngành Thương mại điện tử tính theo tín chỉ là 615.000đ/1 tín chỉ.,Học phí của ngành Thương mại điện tử tính theo tín chỉ là 615.000đ/1 tín chỉ.
Học phí,Học phí của ngành Công nghệ đa phương tiện tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Công nghệ đa phương tiện tính theo tín chỉ là 655.000đ/1 tín chỉ.,1,,Học phí của ngành Công nghệ đa phương tiện tính theo tín chỉ là 655.000đ/1 tín chỉ.,Học phí của ngành Công nghệ đa phương tiện tính theo tín chỉ là 655.000đ/1 tín chỉ.
Học phí,"Học phí của ngành Công nghệ kỹ thuật Điện, điện tử tính theo tín chỉ là bao nhiêu tiền?","Học phí của ngành Công nghệ kỹ thuật Điện, điện tử tính theo tín chỉ là 665.000đ/1 tín chỉ.",1,,"Học phí của ngành Công nghệ kỹ thuật Điện, điện tử tính theo tín chỉ là 665.000đ/1 tín chỉ.","Học phí của ngành Công nghệ kỹ thuật Điện, điện tử tính theo tín chỉ là 665.000đ/1 tín chỉ."
Học phí,Học phí của ngành Kỹ thuật Điện tử viễn thông tính theo tín chỉ là bao nhiêu tiền?,Học phí của ngành Kỹ thuật Điện tử viễn thông tính theo tín chỉ là 665.000đ/1 tín chỉ.,1,,Học phí của ngành Kỹ thuật Điện tử viễn thông tính theo tín chỉ là 665.000đ/1 tín chỉ.,Học phí của ngành Kỹ thuật Điện tử viễn thông tính theo tín chỉ là 665.000đ/1 tín chỉ.
Thông tin liên hệ,Địa chỉ nào thí sinh có thể nộp hồ sơ xét tuyển tại Hà Nội?,"Thí sinh có thể nộp hồ sơ xét tuyển tại Hà Nội tại CƠ SỞ ĐÀO TẠO PHÍA BẮC (mã trường BVH) tại Phòng đào tạo - Học viện Công nghệ Bưu chính Viễn thông Km10, đường Nguyễn Trãi, Quận Hà Đông, Hà Nội.",1,,"Thí sinh có thể nộp hồ sơ xét tuyển tại Hà Nội tại địa chỉ sau:
Phòng đào tạo - Học viện Công nghệ Bưu chính Viễn thông Km10, đường Nguyễn Trãi, Quận Hà Đông, Hà Nội.","Thí sinh có thể nộp hồ sơ xét tuyển tại Hà Nội tại phòng đào tạo - Học viện Công nghệ Bưu chính Viễn thông Km10, đường Nguyễn Trãi, Quận Hà Đông, Hà Nội."
